player_id,season,team_abbr,gp,mp,pts,trb,ast,fgm,fga,ftm,fta,fg3m,fg3a,stl,blk,tov,po_gp,po_mp,po_pts,po_trb,po_ast,team_srs,ws
77449,1978,HOU,59,2107,1144,886,31,413,828,318,443,,,48,76,220,,,,,,-3.828,6.1
77449,1979,HOU,82,3390,2031,1444,147,716,1325,599,811,,,79,119,326,2,78,49,41,2,0.9165,14.1
77449,1980,HOU,82,3140,2119,1190,147,778,1549,563,783,0,6,80,107,300,7,275,181,97,7,0.2655,11.9
77449,1981,HOU,80,3245,2222,1180,141,806,1545,609,804,1,3,83,150,308,21,955,562,305,35,-0.1974,13.7
77449,1982,HOU,81,3398,2520,1188,142,945,1822,630,827,0,6,76,125,294,3,136,72,51,10,-0.3931,15.4
77449,1983,PHL,78,2922,1908,1194,101,654,1305,600,788,0,1,89,157,264,13,524,338,206,20,7.5268,15.1
77449,1984,PHL,71,2613,1609,950,96,532,1101,545,727,0,4,71,110,250,5,212,107,69,7,2.39,9.5
77449,1985,PHL,79,2957,1941,1031,130,602,1284,737,904,0,2,67,123,286,13,505,262,138,24,4.1737,11.9
77449,1986,PHL,74,2706,1759,872,90,571,1246,617,784,0,1,67,71,261,,,,,,2.4652,8.9
77449,1987,WAS,73,2488,1760,824,120,595,1311,570,692,0,11,59,92,202,3,114,62,38,5,-1.013,9.4
77449,1988,WAS,79,2692,1607,884,112,531,1090,543,689,2,7,59,72,249,5,198,93,56,7,-0.1593,9.2
77449,1989,ATL,81,2878,1637,956,112,538,1096,561,711,0,12,79,100,245,5,197,105,60,9,5.263,10.7
77449,1990,ATL,81,2735,1528,812,130,517,1077,493,631,1,9,47,84,232,,,,,,0.6365,7.7
